ID,Country,Year,Co2_Coal,Co2_Gas,Co2_Oil,Co2Oil_percapita,Co2Gas_percapita,Co2Coal_percapita,Coal_percapita,Oil_percapita,Gas_percapita,Nuclear_percapita,Hydro_percapita,Wind_percapita,Solar_percapita,Oil_Consumption,Gas_Consumption,Coal_Consumption
1141,Slovakia,2001,18386205,14410537,8031734,1.487,2.669,3.405,9525.484,7011.573,13284.825,8740.718,2518.009,0,0,37.86246194,71.738,51.438
1142,Slovakia,2002,17994830,13514282,8046579,1.490,2.503,3.332,9226.638,7812.729,12636.538,9115.927,2674.913,0,0,42.18870306,68.237,49.824
1143,Slovakia,2003,18933751,13144154,8132923,1.506,2.434,3.506,9998.269,7373.337,12208.713,9012.59,1658.833,1.009,0,39.81598583,65.927,53.991
1144,Slovakia,2004,18991205,12906505,8364966,1.549,2.390,3.517,9808.656,7040.935,11844.147,8536.679,2002.053,3.008,0,38.01397694,63.947,52.957
1145,Slovakia,2005,17752234,13147241,9323747,1.727,2.435,3.288,9093.149,8437.69,12715.096,8831.899,2251.942,3.488,0,45.55505417,68.649,49.094
1146,Slovakia,2006,18761906,12239938,8928385,1.654,2.267,3.475,9483.001,7508.193,11584.516,8917.452,2118.959,2.971,0,40.53670333,62.545,51.199
1147,Slovakia,2007,17560756,11382871,9297095,1.722,2.108,3.253,8497.883,7924.608,10962.965,7544.169,2125.887,3.936,0,42.78492639,59.189,45.880
1148,Slovakia,2008,17059462,11772301,9628236,1.783,2.180,3.160,8474.763,8546.121,11128.783,8167.15,1995.828,3.423,0,46.14047139,60.084,45.755
1149,Slovakia,2009,16026508,10409862,9003924,1.667,1.927,2.967,8247.326,8030.548,9529.261,6839.645,2149.867,2.914,0,43.37295306,51.468,44.544
1150,Slovakia,2010,16050049,11049382,9333743,1.727,2.045,2.970,8287.774,8410.98,10774.389,7031.777,2460.205,2.895,8.202,45.45289722,58.225,44.787
1151,Slovakia,2011,16303342,10424417,8862459,1.639,1.927,3.014,7849.598,8117.199,9970.243,7383.449,1742.975,2.396,190.204,44.72529583,53.929,42.458
1152,Slovakia,2012,14579966,10060666,9122177,1.685,1.858,2.693,7394.57,7657.155,9375.585,7370.525,1906.49,2.854,201.685,41.46345917,50.769,40.042
1153,Slovakia,2013,14276064,10235812,8921861,1.646,1.888,2.633,7340.683,7656.719,9776.843,7422.91,2240.095,2.833,277.651,41.51469806,53.010,39.801
1154,Slovakia,2014,14083550,8485533,8789750,1.619,1.563,2.594,7200.145,7092.117,8081.099,7265.352,2024.586,2.813,279.851,38.50307306,43.872,39.090
1155,Slovakia,2015,13918411,8713932,9581625,1.763,1.603,2.561,6932.08,7663.976,8299.859,7048.529,1892.669,2.792,235.478,41.66133944,45.118,37.683
1156,Slovakia,2016,13828549,8849510,9954317,1.829,1.626,2.541,6834.458,7965.604,8324.658,6827.192,1969.045,2.78,246.304,43.34878028,45.303,37.193
1157,Slovakia,2017,14284374,9390006,10048086,1.844,1.724,2.622,7133.899,8953.387,8830.669,6920.435,1984.216,2.753,232.195,48.77801167,48.109,38.865
1158,Slovakia,2018,14206341,9358968,10151502,1.862,1.716,2.605,7073.991,9070.167,8695.443,6765.18,1636.259,2.735,266.633,49.45957917,47.416,38.574
1159,Slovakia,2019,11778465,9369813,10309101,1.889,1.717,2.158,5812.805,8651.224,8889.222,7027.499,1927.158,1.361,267.27,47.01770222,47.523,31.428
1160,Slovenia,2001,6487862,1736359,7285309,3.666,0.874,3.264,8423.949,14781.806,4973.322,7301.442,5272.261,0,0,29.37142556,9.882,16.738
1161,Slovenia,2002,6897399,1696971,7235128,3.641,0.854,3.471,9176.382,14358.946,4797.064,7628.3,4571.736,0,0,28.5312025,9.532,18.233
1162,Slovenia,2003,6484226,1863273,7157176,3.601,0.937,3.262,8702.892,14542.824,5304.112,7135.688,4052.282,0,0,28.91111056,10.545,17.301
1163,Slovenia,2004,6685963,1874196,7353543,3.695,0.942,3.359,8839.31,15004.009,5251.316,7425.909,5570.452,0,0,29.85795389,10.450,17.590
1164,Slovenia,2005,6649171,1900795,7535760,3.777,0.953,3.333,8847.528,15199.361,5405.735,7933.448,4666.496,0,0,30.32270056,10.784,17.651
1165,Slovenia,2006,6696687,1874887,7707493,3.849,0.936,3.344,8990.212,15866.338,5223.651,7407.378,4794.502,0,0,31.76438278,10.458,17.998
1166,Slovenia,2007,6941250,1858272,7606934,3.781,0.924,3.450,9093.228,15584.236,5285.728,7518.567,4311.789,0,0,31.35545778,10.635,18.296
1167,Slovenia,2008,6679762,1849443,8783639,4.342,0.914,3.302,8713.343,17981.486,5048.929,8185.455,5242.971,0,1.305,36.37651806,10.214,17.627
1168,Slovenia,2009,6141165,1757917,7570689,3.722,0.864,3.020,8046.297,15216.297,4751.783,7402.178,6081.42,0,5.159,30.9499225,9.665,16.366
1169,Slovenia,2010,6283570,1854059,7623966,3.731,0.907,3.075,8172.891,15206.051,4908.493,7219.706,5766.065,0,16.591,31.06593639,10.028,16.697
1170,Slovenia,2011,6326528,1725436,7656034,3.732,0.841,3.084,8253.105,15089.003,4183.616,7852.734,4500.634,0,83.392,30.94752083,8.581,16.927
1171,Slovenia,2012,5992192,1660616,7461470,3.626,0.807,2.912,7809.591,14724.922,4010.395,6918.756,4879.926,0,204.008,30.303865,8.253,16.072
1172,Slovenia,2013,5740609,1620579,7097792,3.440,0.786,2.783,7525.315,13891.423,3929.557,6577.454,5744.724,4.964,266.821,28.65798306,8.107,15.525
1173,Slovenia,2014,4505375,1467331,6939877,3.357,0.710,2.179,5927.951,13711.602,3522.41,7842.811,7500.535,4.925,316.421,28.34185917,7.281,12.253
1174,Slovenia,2015,4615338,1555120,6867020,3.316,0.751,2.228,5979.066,13480.957,3729.767,6899.134,4651.541,7.329,334.696,27.91903972,7.724,12.383
1175,Slovenia,2016,4963894,1649945,7234767,3.488,0.796,2.393,6381.645,14447.989,3949.184,6929.63,5460.039,7.295,323.747,29.96510583,8.191,13.236
1176,Slovenia,2017,4906708,1727619,7306495,3.519,0.832,2.363,6355.744,14781.219,4153.212,7568.975,4658.415,6.883,341.844,30.68578583,8.622,13.195
1177,Slovenia,2018,4792092,1694724,7318822,3.522,0.816,2.306,6175.283,15198.358,4105.182,6908.883,5626.58,7.201,304.945,31.54290778,8.531,12.899
1178,Slovenia,2019,4530459,1717196,7050154,3.392,0.826,2.180,5753.264,14208.452,4120.787,6933.481,5233.969,7.311,319.392,30.06590972,8.567,12.195
1179,South Africa,2001,337692560,4154976,25886160,0.568,0.091,7.410,19114.558,5924.439,303.462,649.134,104.222,0,0.654,269.9823772,13.829,871.069
1180,South Africa,2002,325528080,4122000,22449328,0.486,0.089,7.054,17954.081,6000.788,301.61,712.413,123.815,0,0.737,276.9421278,13.920,828.598
1181,South Africa,2003,357444766,2469558,39743769,0.851,0.053,7.651,19712.899,6141.471,225.288,738.427,48.25,0.35,0.811,286.9231675,10.525,920.966
1182,South Africa,2004,384086128,6364368,54238192,1.147,0.135,8.122,21337.809,6294.777,514.735,765.024,54.375,0.687,0.887,297.6923747,24.343,1009.107
1183,South Africa,2005,376717824,6313072,27831744,0.581,0.132,7.868,19428.683,6240.422,721.685,634.403,74.826,0.674,0.955,298.2188294,34.555,930.264
1184,South Africa,2006,382016498,6126158,53079933,1.095,0.126,7.878,19541.106,6272.808,772.273,552.684,159.731,0.662,1.025,304.0121017,37.447,947.528
1185,South Africa,2007,392172001,7892318,59327955,1.208,0.161,7.984,19808.189,6322.008,771.758,611.987,154.964,0.649,1.087,310.2475433,37.909,972.977
1186,South Africa,2008,418299990,8119484,63233780,1.270,0.163,8.403,21806.453,5921.955,787.867,689.595,66.797,1.114,1.151,294.2247658,39.219,1085.503
1187,South Africa,2009,412673306,7038493,77115645,1.528,0.139,8.176,21617.181,5771.117,658.517,665.571,75.446,1.559,1.211,288.5582253,33.240,1091.170
1188,South Africa,2010,406920176,8866880,46323952,0.905,0.173,7.945,21077.71,6029.464,804.822,688.635,58.183,1.731,1.405,301.24676,41.221,1079.536
1189,South Africa,2011,400482528,8800928,60232496,1.158,0.169,7.701,20241.846,5967.345,823.197,642.933,152.677,1.844,4.002,304.7805039,42.809,1052.656
1190,South Africa,2012,398013496,9255191,49456279,0.936,0.175,7.534,19445.89,6023.803,824.737,632.199,49.655,1.804,4.193,312.5933297,43.573,1027.384
1191,South Africa,2013,392322800,9383504,49500640,0.922,0.175,7.308,19140.816,6011.2,755.187,672.691,52.644,1.764,11.588,318.117425,40.544,1027.612
1192,South Africa,2014,413225920,9042752,53681264,0.984,0.166,7.576,19080.384,5861.904,788.029,643.6,83.754,49.737,52.397,313.6771361,42.982,1040.720
1193,South Africa,2015,386456736,9966080,48943712,0.884,0.180,6.978,17630.603,6009.058,779.733,558.927,36.586,140.268,125.561,346.1039289,43.186,976.488
1194,South Africa,2016,392810112,7815312,58935440,1.049,0.139,6.989,18681.591,5584.721,809.305,711.981,31.319,188.314,146.482,332.00023,36.547,1050.054
1195,South Africa,2017,394638448,7338992,56612464,0.993,0.129,6.922,18118.674,5487.286,777.792,690.947,38.199,257.278,187.521,331.2220503,40.109,1032.945
1196,South Africa,2018,399305873,9119768,49757513,0.861,0.158,6.909,18074.562,5551.504,773.954,476.943,32.687,296.38,212.239,330.3444933,44.108,980.260
1197,South Africa,2019,412006079,8774016,49133054,0.839,0.150,7.036,18091.308,5613.994,731.42,601.07,32.141,293.391,222.464,326.2012333,42.436,1011.446
1198,South Korea,2001,174625609,44163024,206697440,4.333,0.926,3.660,11146.876,26267.684,4560.804,6486.779,134.785,0.728,0.358,1195.656691,217.578,531.772
1199,South Korea,2002,187636519,49068185,207840776,4.330,1.022,3.909,11903.969,26598.755,5037.03,6803.599,184.668,0.85,0.402,1219.174791,241.777,571.390
1200,South Korea,2003,195319077,51399242,206115903,4.271,1.065,4.047,12320.036,26710.058,5247.276,7320.045,275.794,1.404,0.438,1230.289809,253.239,594.577
1201,South Korea,2004,203137986,60234609,197114955,4.065,1.242,4.189,12758.499,26148.979,6119.443,7296.849,240.656,2.648,0.551,1219.857799,296.750,618.697
1202,South Korea,2005,209293477,65269580,195945485,4.023,1.340,4.298,13085.402,26084.477,6524.015,8106.965,202.885,7.174,0.795,1224.926683,317.726,637.272
1203,South Korea,2006,216428256,67995590,191081226,3.909,1.391,4.428,13479.295,26004.127,6853.235,8134.197,189.619,13.065,1.696,1225.283176,334.986,658.867
1204,South Korea,2007,228427157,73369567,188370738,3.842,1.496,4.659,14148.362,26695.161,7399.162,7742.982,196.728,22.942,4.353,1258.815708,362.818,693.764
1205,South Korea,2008,253041243,75923500,172448086,3.506,1.544,5.145,15630.541,25527.486,7591.571,8102.39,164.783,26.054,16.989,1199.391913,373.368,768.741
1206,South Korea,2009,262394545,72171459,174098735,3.528,1.463,5.317,16166.342,25632.362,7192.237,7856.012,149.558,38.112,31.486,1215.179599,354.915,797.760
1207,South Korea,2010,295050323,91540405,177391053,3.580,1.848,5.955,18107.614,25857.41,9085.801,7819.867,193.764,45.158,42.718,1243.992755,450.165,897.159
1208,South Korea,2011,320169094,98513225,172560665,3.466,1.979,6.431,19549.376,25955.127,9730.748,8053.662,239.318,49.128,52.22,1252.062001,484.455,973.284
1209,South Korea,2012,316989866,106565205,171793132,3.432,2.129,6.332,18733.187,26571.974,10492.935,7734.703,206.414,50.349,60.855,1290.29106,525.286,937.801
1210,South Korea,2013,320643622,111530033,169775540,3.372,2.215,6.369,18836.799,26316.771,10919.61,7057.576,218.122,63.032,88.12,1289.612354,549.758,948.357
1211,South Korea,2014,331303871,101445313,162761193,3.216,2.005,6.547,19395.306,26120.115,9880.659,7865.176,138.36,61.49,137.214,1283.681431,500.040,981.557
1212,South Korea,2015,335411292,92590031,171631321,3.377,1.822,6.600,19542.663,27396.957,8982.107,8201.208,106.805,71.114,210.792,1343.192869,456.497,993.216
1213,South Korea,2016,320697359,96654932,185413320,3.637,1.896,6.290,18591.248,29401.911,9345.023,7990.594,140.396,87.654,266.765,1448.920807,476.437,947.837
1214,South Korea,2017,337668762,100859186,180697686,3.536,1.974,6.609,19614.761,29483.303,9737.833,7262.156,137.429,112.765,366.848,1463.999959,497.564,1002.235
1215,South Korea,2018,340347600,117172116,179105873,3.500,2.290,6.651,19693.379,29170.466,11296.032,6484.241,163.164,125.606,469.23,1451.172757,578.040,1007.749
1216,South Korea,2019,321606070,113586430,177453103,3.464,2.217,6.278,18634.124,28762.677,10925.738,7057.161,134.173,133.316,586.505,1434.52581,560.338,955.366
1217,Spain,2001,81098082,39968355,171016983,4.139,0.967,1.963,5395.194,20824.904,4615.177,4255.129,2740.239,451.441,1.603,858.1524342,190.694,222.924
1218,Spain,2002,90916845,45030599,175481710,4.186,1.074,2.169,5992.007,20682.417,5201.205,4121.802,1499.17,611.049,1.962,865.2422189,218.034,251.185
1219,Spain,2003,84293097,51270831,179717470,4.219,1.204,1.979,5495.832,20966.14,5828.892,3957.41,2625.738,772.295,2.622,885.7154417,248.287,234.100
1220,Spain,2004,87397007,58846112,185140865,4.275,1.359,2.018,5652.537,21220.629,6758.358,3975.755,1979.939,981.344,3.5,906.6070806,292.691,244.800
1221,Spain,2005,87765557,68907789,189185461,4.298,1.565,1.994,5419.623,21080.261,7883.41,3516.044,1092.107,1294.005,2.505,914.4219667,347.020,238.566
1222,Spain,2006,77952427,74005391,184585041,4.127,1.655,1.743,4656.268,20909.204,8119.43,3593.067,1547.159,1392.204,7.111,920.4872892,363.174,208.270
1223,Spain,2007,84629073,75615713,184172679,4.054,1.665,1.863,5129.554,20675.478,8135.178,3221.895,1592.325,1611.912,29.703,927.29695,369.573,233.030
1224,Spain,2008,59334166,82535532,174138067,3.780,1.792,1.288,3409.053,19684.728,8811.176,3379.153,1348.384,1887.806,147.719,895.1655242,405.922,157.052
1225,Spain,2009,45080874,73679554,161983715,3.477,1.582,0.968,2354.263,18220.069,7794.039,2971.344,1484.086,2133.667,341.67,839.8647275,363.077,109.671
1226,Spain,2010,36352365,73634102,157343107,3.353,1.569,0.775,1709.151,17612.11,7712.705,3423.08,2335.394,2426.822,392.481,817.3200647,361.965,80.212
1227,Spain,2011,54215350,68041746,147001836,3.122,1.445,1.152,3159.448,16734.204,7145.975,3177.468,1683.979,2335.478,477.715,779.9971972,336.461,148.759
1228,Spain,2012,63252868,65085759,135635164,2.882,1.383,1.344,3828.317,15674.86,7059.822,3364.255,1124.429,2707.604,654.895,729.0678625,332.256,180.172
1229,Spain,2013,49190519,59063352,130195392,2.774,1.259,1.048,2824.3,14760.369,6462.279,3094.884,2006.466,3042.283,715.243,685.2794583,303.281,132.547
1230,Spain,2014,54142112,54254713,130864035,2.798,1.160,1.157,2893.704,14756.28,5883.946,3117.624,2130.952,2829.717,743.868,683.4905569,275.239,135.362
1231,Spain,2015,61751351,56603201,137450737,2.945,1.213,1.323,3410.462,15264.069,6114.554,3106.105,1525.273,2673.565,751.169,706.5230114,285.438,159.173
1232,Spain,2016,45583837,57660055,141523288,3.035,1.236,0.978,2617.622,15799.979,6244.633,3161.098,1962.12,2637.747,735.645,730.2116492,291.216,122.070
1233,Spain,2017,53521706,62541828,142320742,3.051,1.341,1.147,3353.054,15866.422,6798.047,3114.459,989.641,2632.915,767.503,733.9861325,317.121,156.410
1234,Spain,2018,47995346,61863896,143380540,3.071,1.325,1.028,2752.869,16164.904,6739.533,2968.321,1851.999,2709.1,678.34,748.0570708,314.972,128.540
1235,Spain,2019,23551594,71177107,141130242,3.020,1.523,0.504,1248.453,16163.516,7726.364,3096.224,1337.045,2976.022,796.94,748.7286447,359.745,43.519
1255,Sweden,2001,10957757,2436099,39921017,4.487,0.274,1.232,3633.846,21961.352,1024.706,22364.831,24521.016,149.494,0.62,195.4119511,9.118,32.334
1256,Sweden,2002,11435414,2482448,40360288,4.524,0.278,1.282,3892.213,22244.365,1040.111,20934.438,20395.64,186.873,0.615,198.4418222,9.279,34.722
1257,Sweden,2003,11563022,2303516,41054512,4.586,0.257,1.292,3803.296,23754.66,1033.698,20518.691,16295.643,206.663,0.609,212.6277914,9.253,34.043
1258,Sweden,2004,11829304,2238209,40102590,4.461,0.249,1.316,3895.542,22643.951,1024.616,23385.17,18241.823,255.918,0.602,203.5916011,9.212,35.025
1259,Sweden,2005,10959664,1907414,38589702,4.269,0.211,1.213,3541.89,22569.895,971.043,21631.789,21632.087,282.409,0.595,203.8442236,8.777,32.015
1260,Sweden,2006,10707015,2085370,37983445,4.176,0.229,1.177,3886.31,22596.224,1010.198,19681.917,18112.994,290.041,0.588,205.5351758,9.189,35.350
1261,Sweden,2007,10801239,2194450,37039386,4.042,0.240,1.179,3594.658,21897.903,1034.924,19413.571,19179.92,414.541,0.87,200.6166292,9.483,32.938
1262,Sweden,2008,10367231,1920966,35639140,3.859,0.208,1.122,3567.266,20513.486,932.25,18260.202,19720.126,570.479,1.143,189.4597947,8.610,32.947
1263,Sweden,2009,7390039,2513168,34672849,3.723,0.270,0.794,2494.092,19626.81,1234.297,14697.06,18427.031,700.021,1.972,182.3219989,11.495,23.227
1264,Sweden,2010,10342355,3469161,36464943,3.883,0.369,1.101,3411.156,19393.965,1647.286,16029.597,18437.035,972.416,2.499,181.9782469,15.468,32.031
1265,Sweden,2011,9496558,2755166,34112105,3.603,0.291,1.003,3021.161,17845.01,1290.457,16554.228,18357.879,1663.772,3.559,168.7226361,12.217,28.601
1266,Sweden,2012,8666913,2391374,32732495,3.430,0.251,0.908,2570.327,17455.177,1116.107,17284.284,21306.496,1933.912,5.128,166.2284697,10.651,24.529
1267,Sweden,2013,8743297,2369466,31332427,3.258,0.246,0.909,2603.192,17105.768,1064.307,17690.379,16333.861,2619.87,9.317,164.0756194,10.237,25.037
1268,Sweden,2014,8115844,2062101,30411868,3.138,0.213,0.837,2423.177,16628.164,867.082,17035.315,16742.802,2949.808,12.341,160.5834339,8.404,23.485
1269,Sweden,2015,8152132,1974905,30536217,3.127,0.202,0.835,2403.313,16181.784,956.043,14597.761,19510.659,4214.46,25.129,157.4728169,9.336,23.468
1270,Sweden,2016,8002210,2266186,30215472,3.072,0.230,0.814,2341.258,16630.835,1015.556,16133.192,15856.298,3957.555,36.561,162.5844039,9.989,23.029
1271,Sweden,2017,8473792,1815922,29392495,2.968,0.183,0.856,2319.029,16395.365,970.849,16581.538,16396.782,4444.476,58.052,161.5094392,9.616,22.970
1272,Sweden,2018,8046477,1889067,29178285,2.926,0.189,0.807,2309.714,15601.489,1019.731,17084.883,15465.098,4143.051,97.451,153.6750578,10.169,23.032
1273,Sweden,2019,8098051,1774874,28652918,2.855,0.177,0.807,2344.648,15913.725,1045.473,16536.01,16215.682,4905.77,144.768,164.3485853,10.202,22.853
1274,Switzerland,2001,652874,5996932,36403270,5.071,0.835,0.091,233.32,22105.576,4103.02,10234.847,15885.291,1.538,4.997,158.6958008,29.456,1.675
1275,Switzerland,2002,595567,5895898,35025153,4.851,0.817,0.083,213.912,20833.789,4004.312,10270.573,13357.193,1.899,5.697,150.4198344,28.911,1.544
1276,Switzerland,2003,601772,6230044,35907883,4.940,0.857,0.083,218.232,20141.406,4204.507,10231.644,13032.226,1.874,6.747,146.3876194,30.558,1.586
1277,Switzerland,2004,587403,6442087,36168584,4.939,0.880,0.080,205.565,19890.31,4304.345,9894.599,12474.903,2.218,6.653,145.6765108,31.525,1.506
1278,Switzerland,2005,635619,6614130,36378653,4.925,0.895,0.086,227.126,20076.161,4381.199,8440.298,11371.943,2.913,7.647,148.3024794,32.364,1.678
1279,Switzerland,2006,680899,6439496,36109932,4.842,0.863,0.091,242.842,20380.1,4219.559,9900.935,11096.775,5.376,8.602,151.9946653,31.469,1.811
1280,Switzerland,2007,742047,6276642,34175841,4.534,0.833,0.099,269.043,18191.203,4065.502,9773.022,12424.297,5.639,10.22,137.1069864,30.642,2.028
1281,Switzerland,2008,682220,6682587,35215774,4.620,0.877,0.090,239.043,19171.059,4282.73,9525.472,12480.007,6.579,12.813,146.1408694,32.647,1.822
1282,Switzerland,2009,636739,6403029,34408801,4.461,0.830,0.083,222.899,19244.113,4062.242,9350.344,12150.455,7.822,18.365,148.4489661,31.336,1.719
1283,Switzerland,2010,649807,7159812,35021650,4.485,0.917,0.083,220.899,17642.677,4482.367,8858.687,12041.582,12.354,31.386,137.7715547,35.003,1.725
1284,Switzerland,2011,608872,6363642,31820227,4.024,0.805,0.077,201.65,16900.125,3926.552,8818.017,10616.705,22.942,55.061,133.6291789,31.047,1.594
1285,Switzerland,2012,558297,6958824,32672762,4.080,0.869,0.070,179.335,16999.941,4249.92,8242.661,12416.94,28.305,96.173,136.1354156,34.033,1.436
1286,Switzerland,2013,585165,7314384,33225061,4.097,0.902,0.072,190.803,17572.446,4419.99,8265.774,12144.41,28.416,157.864,142.4948489,35.842,1.547
1287,Switzerland,2014,603504,6355573,30163192,3.676,0.775,0.074,192.948,15567.157,3783.481,8608.507,11797.293,31.323,261.128,127.7439842,31.047,1.583
1288,Switzerland,2015,562831,6780250,29465820,3.552,0.817,0.068,174.427,15588.315,3998.102,7091.356,11666.077,33.539,341.184,129.3361475,33.172,1.447
1289,Switzerland,2016,532576,7131225,29555962,3.527,0.851,0.064,158.778,14585.286,4158.715,6392.02,10391.664,32.71,400.026,122.2245994,34.850,1.331
1290,Switzerland,2017,509162,7089259,28617569,3.384,0.838,0.060,151.438,14810.435,4138.748,6068.259,10080.236,39.321,497.576,125.2369342,34.997,1.281
1291,Switzerland,2018,478862,6685021,27763710,3.257,0.784,0.056,139.769,14157.711,3893.649,7116.833,10088.795,35.564,566.688,120.7085436,33.197,1.192
1292,Switzerland,2019,434310,6881427,27491170,3.200,0.801,0.051,138.711,14366.419,3957.446,6638.029,10002.732,35.165,651.435,123.3756114,34.058,1.058
1293,Taiwan,2001,116347288,14355187,89250524,4.037,0.649,5.263,15199.205,24693.819,3297.031,4429.571,635.393,1.526,0.033,534.6265289,72.894,343.246
1294,Taiwan,2002,124730883,15971370,86298746,3.877,0.717,5.603,16391.23,24605.973,3662.186,4871.604,342.268,1.956,0.043,540.9503181,81.528,372.728
1295,Taiwan,2003,135031025,16509254,86590721,3.862,0.736,6.023,17579.867,25429.39,3753.241,4725.901,368.739,2.887,0.056,559.7910125,84.148,386.010
1296,Taiwan,2004,139749828,18418871,89023301,3.944,0.816,6.192,17978.146,26413.107,4535.417,4736.373,384.986,3.029,0.07,587.4058431,102.364,412.379
1297,Taiwan,2005,145042473,19046251,91114277,4.013,0.839,6.388,18484.321,26048.459,4545.093,4735.3,472.222,10.816,0.114,588.0237369,103.201,419.943
1298,Taiwan,2006,152966788,20084154,92095058,4.035,0.880,6.702,19252.248,25865.822,4850.095,4669.303,478.794,32.332,0.171,587.915705,110.698,440.811
1299,Taiwan,2007,162309723,21268016,85853261,3.745,0.928,7.079,19928.292,26891.742,5122.742,4696.743,511.804,50.923,0.253,608.4632039,117.449,461.682
1300,Taiwan,2008,156209261,22896080,78200659,3.397,0.995,6.786,18983.408,24150.552,5545.84,4681.909,493.697,67.461,0.524,574.1340758,127.660,442.116
1301,Taiwan,2009,147793142,22182219,74062639,3.206,0.960,6.397,18119.439,24140.47,5395.709,4720.197,425.6,89.319,1.046,564.9750633,124.668,421.508
1302,Taiwan,2010,158866548,27839009,74826443,3.227,1.201,6.851,19118.939,24571.156,6675.772,4680.919,471.604,115.406,2.877,588.9455056,154.798,452.307
1303,Taiwan,2011,162687157,30914138,73104705,3.142,1.329,6.992,19938.44,22264.691,7323.024,4690.508,445.449,166.239,7.826,544.1346522,170.399,468.874
1304,Taiwan,2012,160497805,32792054,70133141,3.004,1.405,6.875,19585.708,22183.641,7660.617,4459.531,625.494,155.941,19.095,539.7269261,178.852,458.128
1305,Taiwan,2013,162433647,32400934,69095419,2.950,1.383,6.935,20057.447,22603.502,7658.578,4551.57,592.772,179.268,36.931,553.6537178,179.379,467.556
1306,Taiwan,2014,163620660,34230121,69732219,2.968,1.457,6.965,20197.33,23294.669,8031.749,4592.041,467.758,162.549,59.767,570.9478975,188.682,472.630
1307,Taiwan,2015,161225538,37221204,69045258,2.931,1.580,6.844,19355.723,23446.856,8566.616,3916.599,480.045,163.794,94.021,585.5758694,201.804,458.448
1308,Taiwan,2016,160997653,38705240,72894107,3.086,1.639,6.817,19595.449,24004.377,8876.883,3371.235,698.712,155.149,120.557,588.3656833,209.654,455.938
1309,Taiwan,2017,164398034,42579800,71572166,3.023,1.799,6.944,19960.323,23817.603,9818.408,2370.174,575.166,181.886,178.627,581.2482756,232.451,471.061
1310,Taiwan,2018,160670889,44144174,71624937,3.019,1.861,6.772,19883.47,23832.938,9973.091,2899.83,468.076,176.607,286.979,580.0341133,236.621,473.563
1311,Taiwan,2019,157479971,43393610,68056455,2.863,1.825,6.624,19050.937,22593.637,9783.73,3366.698,577.467,194.91,431.634,551.1357769,232.598,464.158
1312,Thailand,2001,34761071,45405207,88696243,1.396,0.715,0.547,1606.537,6553.273,3865.429,0,268.175,0,0,406.5823572,245.605,102.078
1313,Thailand,2002,35115776,48548000,93736112,1.463,0.758,0.548,1700.385,7219.296,4165.707,0,315.28,0,0,454.1429628,266.892,108.942
1314,Thailand,2003,37636608,49222176,101397536,1.571,0.763,0.583,1723.815,7955.531,4403.13,0,304.206,0,0,503.0135506,284.222,111.272
1315,Thailand,2004,42201952,50024592,109938320,1.692,0.770,0.649,1918.193,8522.712,4578.054,0,245.578,0,0,553.36631,297.550,124.673
1316,Thailand,2005,41194352,54040336,111843600,1.710,0.826,0.630,2060.081,8491.123,4900.822,0,233.196,0,0,556.7194528,320.592,134.762
1317,Thailand,2006,45254064,54941680,109718480,1.667,0.835,0.688,2185.261,8296.839,5015.918,0,322.887,0.005,1.482,545.8202194,330.112,143.818
1318,Thailand,2007,51607440,57773952,105329008,1.592,0.873,0.780,2442.18,8340.471,5314.447,0,319.534,0.016,1.556,552.4154992,351.720,161.628
1319,Thailand,2008,56301024,60291120,97154624,1.460,0.906,0.846,2619.974,8027.096,5552.563,0,275.783,0.019,1.543,534.5179039,369.417,174.309
1320,Thailand,2009,52977776,71656848,103548304,1.549,1.072,0.792,2615.568,8344.362,5701.538,0,273.294,0.039,1.742,558.1090036,381.244,174.895
1321,Thailand,2010,56144277,80982890,106173251,1.580,1.205,0.836,2671.105,8574.995,6429.883,0,207.47,0.152,2.263,576.0481197,432.056,179.485
1322,Thailand,2011,62899888,70495360,107377184,1.590,1.044,0.932,2703.265,8897.822,6563.894,0,304.557,0.192,3.625,600.6923653,443.181,182.519
1323,Thailand,2012,63302928,80545712,113283552,1.670,1.187,0.933,2823.897,9275.364,7169.282,0,320.137,0.652,18.927,629.0468153,486.335,191.562
1324,Thailand,2013,66219472,86620624,119831120,1.759,1.271,0.972,2766.68,9559.731,7170.646,0,203.335,13.199,47.244,651.3133464,488.643,188.535
1325,Thailand,2014,60865579,86590190,120038412,1.754,1.265,0.889,3037.312,9529.561,7297.706,0,192.008,14.725,71.896,652.1930881,499.447,207.870
1326,Thailand,2015,64618304,86389792,119497696,1.739,1.257,0.940,2969.86,10030.695,7416.284,0,138.453,12.075,87.547,678.9530439,509.610,204.074
1327,Thailand,2016,59100320,84539472,123051776,1.784,1.226,0.857,3016.202,10367.622,7331.24,0,129.186,12.579,123.131,704.6964961,505.643,208.030
1328,Thailand,2017,62764320,82414352,126701120,1.831,1.191,0.907,3017.727,10599.092,7236.503,0,169.31,40.059,164.102,723.2477936,500.838,208.857
1329,Thailand,2018,60587904,81267520,119230224,1.717,1.171,0.873,3207.207,10741.736,7204.536,0,271.958,69.736,178.59,725.7945586,500.196,222.670
1330,Thailand,2019,53998544,82762175,119772532,1.720,1.189,0.776,2848.519,10863.885,7300.812,0,224.411,94.662,178.322,729.0957686,509.396,198.453
