ID,Country,Year,Co2_Coal,Co2_Gas,Co2_Oil,Co2Oil_percapita,Co2Gas_percapita,Co2Coal_percapita,Coal_percapita,Oil_percapita,Gas_percapita,Nuclear_percapita,Hydro_percapita,Wind_percapita,Solar_percapita,Oil_Consumption,Gas_Consumption,Coal_Consumption
330,Denmark,2007,18420200,9738084,24116961,4.409,1.780,3.368,9891.838,20434.885,8681.837,0,13.694,3482.361,1.211,111.7787225,47.490,54.108
331,Denmark,2008,16137481,9826361,23276635,4.234,1.787,2.935,8667.711,19929.554,8678.817,0,12.387,3326.243,1.259,109.5857506,47.716,47.655
332,Denmark,2009,15786335,9411788,22258153,4.028,1.703,2.857,8484.145,17833.102,8293.152,0,8.973,3190.546,1.78,98.55898278,45.828,46.883
333,Denmark,2010,15351440,10569318,21911515,3.945,1.903,2.764,8024.069,17913.432,9332.102,0,9.689,3665.528,2.892,99.51671889,51.840,44.574
334,Denmark,2011,12915848,8983269,20880881,3.740,1.609,2.313,6745.572,17252.368,7786.796,0,7.83,4536.89,7.023,96.32279194,43.474,37.660
335,Denmark,2012,10079072,8413956,19920289,3.550,1.500,1.796,5126.218,15921.143,7236.308,0,8.022,4714.47,47.678,89.37507083,40.603,28.763
336,Denmark,2013,12755622,7939415,19546371,3.467,1.408,2.262,6675.211,15787.536,6792.809,0,6.094,5051.133,235.018,89.02521361,38.298,37.635
337,Denmark,2014,10144110,6816171,19050020,3.363,1.203,1.791,5392.665,15791.078,5807.629,0,6.786,5876.349,267.574,89.44343639,32.894,30.544
338,Denmark,2015,7243307,6907231,19559474,3.438,1.214,1.273,3533.27,15896.167,5816.937,0,8.018,6284.652,268.701,90.43543889,33.093,20.101
339,Denmark,2016,8414050,7012273,19841657,3.474,1.228,1.473,4264.498,15562.654,5892.586,0,8.486,5628.337,327.518,88.84345944,33.653,24.355
340,Denmark,2017,6253661,6678513,19995917,3.488,1.165,1.091,3178.591,15527.971,5640.13,0,7.795,6446.272,327.759,88.06553889,32.162,18.220
341,Denmark,2018,6359228,6476056,20041731,3.484,1.126,1.106,3225.995,15652.456,5459.248,0,6.421,6005.535,411.77,89.36031417,31.210,18.556
342,Denmark,2019,3588211,6012277,19644654,3.404,1.042,0.622,1870.055,16019.433,5057.86,0,7.266,6928.363,413.247,88.02722694,28.978,10.577
362,Egypt,2001,2748081,43361051,66433938,0.947,0.618,0.039,126.79,4428.132,3361.406,0,567.011,7.042,0.035,305.7343544,235.813,8.895
363,Egypt,2002,2956848,52970448,57132752,0.799,0.741,0.041,133.484,4212.957,3568.059,0,536.785,8.151,0.038,302.1696372,255.063,9.542
364,Egypt,2003,3063028,58212180,73292828,1.006,0.799,0.042,135.859,4248.843,3925.284,0,484.037,10.699,0.037,312.5241414,285.863,9.894
365,Egypt,2004,3191422,57625138,75637802,1.020,0.777,0.043,136.339,4312.572,4113.584,0,468.303,18.396,0.036,300.6576492,305.113,10.113
366,Egypt,2005,3066700,68621541,79210267,1.049,0.909,0.041,131.005,4699.479,4027.2,0,450.331,18.168,0.036,349.3106053,304.150,9.894
367,Egypt,2006,2927536,73833264,83689424,1.089,0.960,0.038,128.777,4451.991,4569.982,0,444.525,21.038,0.035,332.4939136,351.313,9.900
368,Egypt,2007,2916544,81128288,84762976,1.084,1.037,0.037,115.031,4665.786,4719.492,0,482.734,22.492,0.041,356.3052553,369.215,8.999
369,Egypt,2008,2854203,83310483,92404362,1.160,1.046,0.036,101.691,4903.367,4936.025,0,500.398,30.821,0.05,373.4494275,393.085,8.098
370,Egypt,2009,2689376,81787808,98719152,1.217,1.008,0.033,88.714,5071.595,5046.501,0,445.327,33.537,0.071,401.7607356,409.448,7.198
371,Egypt,2010,4125589,81947530,94254682,1.139,0.990,0.050,65.205,5253.151,5246.24,0,408.128,44.395,0.794,423.4950769,434.184,5.396
372,Egypt,2011,1700067,92679288,98548915,1.166,1.096,0.020,60.646,4792.612,5650.048,0,398.244,50.456,2.87,396.6033536,477.593,5.126
373,Egypt,2012,1802688,92919040,93025296,1.076,1.075,0.021,52.554,4906.359,5859.291,0,388.277,53.121,1.732,414.6580467,506.371,4.542
374,Egypt,2013,1700126,90399788,94639110,1.071,1.023,0.019,50.757,4848.68,5599.391,0,383.334,44.684,1.712,420.3524833,495.014,4.487
375,Egypt,2014,1494912,81699872,117713328,1.302,0.904,0.017,50.031,5080.12,5111.284,0,382.391,31.695,1.168,451.8379328,462.187,4.524
376,Egypt,2015,1344688,84151088,112023136,1.212,0.910,0.015,103.247,5165.992,4978.074,0,374.458,51.205,1.79,468.0128769,460.188,9.319
377,Egypt,2016,1608496,94824320,114870064,1.216,1.004,0.017,153.751,5189.937,5225.592,0,359.525,67.253,2.785,478.7755275,493.541,14.170
378,Egypt,2017,1392320,108406768,119036032,1.234,1.124,0.014,145.558,4716.556,5799.714,0,340.127,54.7,15.604,443.1278394,559.341,13.952
379,Egypt,2018,1084544,102698256,102936416,1.046,1.043,0.011,254.394,4319.858,6054.891,0,337.493,51.259,38.143,408.8843033,595.946,24.968
380,Egypt,2019,996505,101579461,103636170,1.032,1.012,0.010,230.049,4161.338,5871.749,0,330.305,68.861,90.699,411.6638686,589.454,22.941
381,Estonia,2001,10665457,1611410,3161100,2.271,1.158,7.663,23308.452,10957.708,5947.283,0,13.878,0,0,15.41694111,8.263,32.445
382,Estonia,2002,10368908,1359889,3210211,2.322,0.984,7.499,22876.388,12308.006,5013.863,0,11.896,2.776,0,17.26279889,6.929,31.638
383,Estonia,2003,12146187,1546937,3151830,2.296,1.127,8.847,26644.589,11775.482,5565.473,0,25.795,12.104,0,16.20338028,7.909,36.583
384,Estonia,2004,12054782,1741556,3156311,2.315,1.277,8.841,27504.171,12127.42,6610.057,0,43.661,15.083,0,16.44397167,9.008,37.516
385,Estonia,2005,11804208,1741071,3190003,2.353,1.284,8.707,26522.965,12326.202,6858.617,0,43.641,106.921,0,16.75233694,9.300,35.965
386,Estonia,2006,11096468,1728637,3210683,2.379,1.281,8.223,25264.786,12933.478,6979.455,0,27.74,151.184,0,17.50525417,9.399,34.082
387,Estonia,2007,14318011,1737020,3316607,2.467,1.292,10.651,30566.762,13863.773,6968.218,0,43.48,179.851,0,18.68367389,9.343,41.082
388,Estonia,2008,12375818,1681897,3168346,2.364,1.255,9.235,29186.099,13226.531,6697.767,0,55.159,262.005,0,17.7899725,8.961,39.109
389,Estonia,2009,10075396,1223872,2907297,2.176,0.916,7.541,26573.509,11932.747,4562.545,0,62.837,382.915,0.196,15.98422833,6.107,35.502
390,Estonia,2010,14267104,1327951,3052275,2.291,0.997,10.710,34128.21,12367.678,4911.791,0,52.852,542.222,0.196,16.47580861,6.542,45.459
391,Estonia,2011,14287260,1190248,3157235,2.378,0.897,10.761,36513.413,12004.147,4441.52,0,58.542,718.117,0.39,16.06214056,5.853,48.490
392,Estonia,2012,12646668,1274970,3248536,2.455,0.964,9.558,34292.388,14302.932,4639.292,0,81.77,844.958,0.584,19.03238056,6.343,45.369
393,Estonia,2013,14568950,1212138,3256325,2.469,0.919,11.045,36936.389,14151.825,4797.409,0,50.467,1026.815,2.717,18.79844917,6.454,48.719
394,Estonia,2014,14083395,1022024,3306859,2.512,0.777,10.699,37347.566,13152.724,3759.079,0,51.633,1168.03,5.995,17.40373917,5.066,49.149
395,Estonia,2015,11269144,915033,3403323,2.587,0.696,8.568,33804.661,13151.539,3344.32,0,51.942,1375.691,11.35,17.36340389,4.541,44.453
396,Estonia,2016,12750936,1051760,3513379,2.669,0.799,9.685,34100.9,12814.444,3670.171,0,66.832,1134.235,19.286,16.93293083,4.981,44.911
397,Estonia,2017,13878744,949716,3569023,2.705,0.720,10.519,37543.883,13345.908,3481.386,0,49.28,1370.357,24.033,17.67305694,4.889,49.562
398,Estonia,2018,13087843,986955,3487377,2.636,0.746,9.893,41865.528,13149.495,3555.515,0,28.179,1194.787,40.359,17.47478167,5.004,53.410
399,Estonia,2019,7801985,906380,3297232,2.487,0.684,5.885,29526.289,13428.891,3244.81,0,29.842,1265.286,134.569,15.58873833,4.661,34.415
400,Europe,2001,1995497864,1831124271,2214612685,3.049,2.521,2.747,6278.764,13017.163,7846.283,4114.319,2327.281,102.417,0.647,9411.943656,5694.592,4556.948
401,Europe,2002,1972208507,1831151008,2194892820,3.019,2.519,2.713,6270.746,12952.671,7865.389,4135.509,2128.968,137.513,1.045,9378.998914,5712.716,4554.515
402,Europe,2003,2017658053,1917410872,2202520273,3.026,2.635,2.772,6512.885,13012.201,8211.382,4139.403,1984.14,166.845,1.756,9428.484264,5971.038,4735.736
403,Europe,2004,2002632041,1951179276,2202772722,3.022,2.677,2.748,6396.134,13121.29,8398.927,4173.659,2119.632,220.445,2.792,9516.731167,6115.666,4657.341
404,Europe,2005,1958751378,1971364604,2211095875,3.029,2.701,2.683,6234.88,13175.791,8604.993,4094.796,2108.727,262.23,5.482,9582.236308,6275.513,4547.020
405,Europe,2006,2036208171,1979074941,2215212472,3.029,2.706,2.785,6516.974,13197.034,8525.695,4054.259,2055.937,304.285,9.235,9607.712847,6228.661,4760.952
406,Europe,2007,2036826868,1973126351,2150443859,2.935,2.693,2.780,6589.287,12906.737,8434.655,3831.61,2046.659,383.64,13.847,9418.875544,6173.632,4822.952
407,Europe,2008,1962108752,2000399635,2150779622,2.930,2.725,2.673,6203.658,12757.924,8534.047,3797.57,2134.479,436.784,26.998,9315.600819,6259.033,4549.858
408,Europe,2009,1744763633,1852846708,2045147107,2.780,2.519,2.372,5545.449,12102.064,7857.271,3586.457,2105.216,483.278,50.664,8854.895425,5774.759,4075.475
409,Europe,2010,1813961626,2011271533,2030394405,2.754,2.728,2.461,5784.556,11939.865,8458.999,3654.098,2300.7,543.286,82.367,8750.367764,6229.469,4259.819
410,Europe,2011,1858919091,1937494729,1975667524,2.675,2.623,2.517,6018.125,11591.358,7866.218,3597.054,2000.708,655.574,164.066,8512.096389,5804.174,4440.476
411,Europe,2012,1900966408,1891600211,1933660970,2.613,2.556,2.569,6141.529,11184.183,7652.558,3478.715,2180.562,748.581,250.424,8226.837167,5657.227,4539.968
412,Europe,2013,1831111015,1841353395,1901239372,2.565,2.484,2.470,5928.711,10964.942,7486.057,3410.532,2287.447,857.724,300.557,8076.024722,5543.861,4390.413
413,Europe,2014,1722347970,1721030124,1910168277,2.572,2.318,2.319,5558.376,10725.252,6740.692,3405.605,2209.538,908.482,339.07,7924.975322,5000.054,4123.234
414,Europe,2015,1699629618,1709969195,1957908901,2.632,2.299,2.285,5308.305,10964.454,6852.261,3296.494,2164.937,1085.387,374.101,8124.7165,5092.000,3947.276
415,Europe,2016,1605196654,1780967666,1979126782,2.656,2.390,2.154,5107.112,11213.438,7220.92,3183.479,2201.12,1091.123,385.032,8314.654242,5374.389,3804.363
416,Europe,2017,1551033716,1837300109,1999560475,2.680,2.462,2.079,4929.508,11403.141,7497.983,3139.606,1961.252,1287.655,417.468,8463.685464,5588.029,3674.079
417,Europe,2018,1514903142,1875138974,1962286594,2.626,2.509,2.027,4806.392,11334.139,7341.742,3116.005,2148.534,1341.137,461.358,8447.748533,5483.246,3584.162
418,Europe,2019,1342922038,1868087218,1972372339,2.637,2.497,1.795,4218.355,11302.636,7416.316,3077.008,2096.278,1529.735,512.566,8409.357389,5534.741,3092.851
419,Finland,2001,26124685,8388409,26466675,5.089,1.613,5.024,13555.62,24666.374,8223.084,12208.732,6978.75,36.938,0.902,124.1241656,42.760,70.489
420,Finland,2002,28304600,8339804,26823389,5.145,1.600,5.429,14692.341,25490.941,8145.029,11845.53,5643.986,33.137,0.999,127.0349289,42.460,76.591
421,Finland,2003,35015387,9227363,26929541,5.152,1.765,6.699,18288.23,26332.5,8991.781,11976.787,4977.812,47.899,1.095,131.1119322,47.000,95.593
422,Finland,2004,31638443,8873620,26928337,5.137,1.693,6.035,16382.967,24495.047,8637.931,11857.751,7753.886,62.124,1.239,122.2163467,45.280,85.879
423,Finland,2005,21033608,8118547,26358696,5.012,1.544,4.000,10490.385,25266.219,7877.93,12036.642,6937.535,86.082,1.33,126.7692753,41.430,55.169
424,Finland,2006,31583569,8687242,26469314,5.016,1.646,5.985,16326.314,24310.028,8391.138,11732.085,5788.255,77.347,1.722,122.9484497,44.280,86.154
425,Finland,2007,30347012,8117557,26649588,5.030,1.532,5.728,15355.44,24482.217,7731.226,11875.159,7085.304,94.458,1.905,123.9732947,40.960,81.353
426,Finland,2008,23673561,8359360,24934410,4.687,1.572,4.450,11664.535,23812.056,7873.771,11518.939,8476.742,129.283,1.936,119.7595547,41.881,62.044
427,Finland,2009,22893733,7498515,24222114,4.534,1.404,4.285,11697.823,22246.822,6997.385,11683.436,6236.976,135.838,2.112,112.8280678,37.380,62.490
428,Finland,2010,29141301,8272703,25148561,4.687,1.542,5.431,14708.361,23216.143,7696.614,11195.753,6254.427,143.002,2.284,117.1645378,41.300,78.925
429,Finland,2011,24070106,7252999,23799681,4.416,1.346,4.466,11895.65,21937.16,6701.304,11268.484,5962.93,231.453,2.548,112.6384294,36.120,64.118
430,Finland,2012,19589929,6462077,23753715,4.387,1.193,3.618,9695.606,20891.461,5899.358,11046.988,8008.045,235.124,2.711,108.9923519,31.945,52.502
431,Finland,2013,21359636,6070494,22853086,4.202,1.116,3.927,10671.343,21760.012,5461.793,11234.586,6025.399,364.196,3.06,113.9495086,29.707,58.041
432,Finland,2014,19309754,5402658,21594136,3.954,0.989,3.536,9526.6,20443.099,4862.921,11108.835,6232.467,515.973,3.728,107.7138003,26.557,52.025
433,Finland,2015,16835955,4727785,21308269,3.888,0.863,3.072,8101.63,20289.683,4174.171,10846.947,7731.781,1074.215,5.216,107.77184,22.879,44.405
434,Finland,2016,18640527,4219273,22915844,4.168,0.768,3.391,9237.255,21828.658,3647.238,10727.323,7223.344,1403.309,10.109,114.0239128,20.077,50.921
435,Finland,2017,17068239,3897167,22208931,4.030,0.707,3.097,8442.818,20755.668,3325.977,10301.893,6694.697,2175.288,22.001,110.4746247,18.324,46.646
436,Finland,2018,17912654,4419986,22154727,4.012,0.800,3.244,8825.374,20450.299,3802.989,9846.487,5911.906,2627.449,40.591,110.5884972,21.013,48.881
437,Finland,2019,15249463,4313985,21747938,3.931,0.780,2.757,7347.811,19442.814,3653.092,10262.072,5499.559,2679.168,79.721,108.2302328,20.361,41.055
438,France,2001,56032130,88273547,248920397,4.192,1.487,0.944,2428.06,19274.023,7353.569,19568.593,3451.444,6.088,0.286,1144.567669,436.684,144.188
439,France,2002,58493076,87620201,242823445,4.060,1.465,0.978,2484.993,18610.802,7289.653,20025.228,2769.172,12.15,0.326,1112.980892,435.943,148.610
440,France,2003,59117209,91184641,244720206,4.062,1.513,0.981,2621.979,18504.32,7589.269,19943.47,2665.173,17.544,0.351,1114.921368,457.268,157.979
441,France,2004,58170600,92597946,244826958,4.034,1.526,0.958,2477.653,18531.962,7692.603,19990.646,2656.033,26.536,0.377,1124.852125,466.925,150.388
442,France,2005,61991638,94210809,241966539,3.959,1.541,1.014,2555.377,18149.199,7806.383,19871.676,2265.622,42.337,0.462,1109.278129,477.126,156.185
443,France,2006,59437386,91783513,236611322,3.847,1.492,0.966,2346.286,17982.869,7491.682,19563.669,2446.724,94.822,0.517,1106.107394,460.806,144.318
444,France,2007,61338913,88789999,226955061,3.668,1.435,0.991,2414.926,17427.435,7234.796,18879.144,2473.141,174.739,0.773,1078.217143,447.609,149.409
445,France,2008,56140320,91649930,222322240,3.574,1.473,0.902,2257.054,16998.24,7456.556,18647.331,2701.07,241.617,1.782,1057.44267,463.865,140.409
446,France,2009,45182161,90130705,217443966,3.477,1.441,0.722,1999.079,16234.243,7152.057,17186.984,2390.698,331.881,7.299,1015.337463,447.311,125.028
447,France,2010,49075034,95812157,215869755,3.433,1.524,0.781,2128.992,15592.556,7882.393,17768.929,2600.481,412.377,25.709,980.4591383,495.645,133.871
448,France,2011,41908989,87516186,208338167,3.295,1.384,0.663,1796.953,15181.702,6804.446,18133.454,1835.98,494.011,85.177,959.3894417,430.190,113.607
449,France,2012,46529810,90326245,204318338,3.214,1.421,0.732,2024.738,14596.257,6992.06,17238.431,2377.281,604.309,162.738,927.1686225,444.443,128.700
450,France,2013,49316531,91071172,202677683,3.172,1.425,0.772,2104.96,14330.126,7065.325,16977.127,2833.602,642.445,189.732,915.1279531,451.432,134.494
451,France,2014,39107119,75915497,196893233,3.067,1.183,0.609,1564.755,13789.861,5905.284,17303.809,2490.838,683.821,234.415,885.4535925,379.084,100.448
452,France,2015,37617819,80971752,198024714,3.072,1.256,0.584,1512.771,13741.872,6322.715,17168.938,2136.913,834.018,285.032,885.4328289,407.518,99.874
453,France,2016,35683369,88659782,196115158,3.033,1.371,0.552,1467.149,13603.206,6885.937,15679.358,2334.939,832.198,317.324,879.3369097,445.299,97.530
454,France,2017,39679655,88818088,195622110,3.017,1.370,0.612,1662.634,13615.994,6903.711,15358.49,1897.724,937.541,353.267,883.0668178,447.657,106.460
455,France,2018,34867463,84468421,189587462,2.917,1.300,0.537,1499.942,13543.655,6572.007,15826.257,2444.804,1074.014,394.595,880.4595397,428.384,95.259
456,France,2019,29115494,86039352,187708707,2.882,1.321,0.447,1150.243,13432.084,6668.928,15186.391,2224.855,1310.922,445.943,873.3414119,436.620,74.433
457,Germany,2001,376535883,173813082,340234346,4.177,2.134,4.623,12214.708,19532.063,10735.908,5803.984,787.428,356.055,2.575,1590.9634,874.482,994.936
458,Germany,2002,375801987,173623112,325520494,3.992,2.129,4.609,12229.713,18860.381,10708.634,5543.466,795.72,530.867,5.448,1537.779962,873.128,997.149
459,Germany,2003,379536855,174872568,320979676,3.933,2.143,4.650,12419.692,18473.77,10828.049,5509.876,591.579,624.66,10.448,1507.717065,883.720,1013.620
460,Germany,2004,375989519,173357043,311613844,3.817,2.123,4.605,12102.379,18255.534,10878.809,5539.113,666.292,845.762,18.468,1490.490135,888.211,988.110
461,Germany,2005,363237057,173429605,305215296,3.740,2.125,4.451,11585.211,17892.219,11063.456,5374.246,647.359,897.548,42.259,1460.057602,902.810,945.387
462,Germany,2006,369593624,178395732,304937847,3.743,2.190,4.536,12069.325,17886.37,11293.079,5490.666,656.445,1007.543,72.834,1457.237177,920.069,983.311
463,Germany,2007,379384805,174440529,271173463,3.336,2.146,4.668,12405.418,16233.908,10905.321,4592.802,691.826,1297.863,100.494,1319.458559,886.362,1008.287
464,Germany,2008,356218756,179833964,293273738,3.618,2.218,4.394,11494.449,17258.412,11040.473,4844.628,665.686,1321.212,143.929,1399.069345,895.006,931.808
465,Germany,2009,317945854,167411633,282104665,3.487,2.069,3.930,10312.647,16561.674,10436.365,4375.631,617.145,1253.293,213.476,1339.838368,844.301,834.292
466,Germany,2010,343446644,184003635,282158872,3.491,2.277,4.249,11087.544,16796.929,10896.275,4534.137,675.914,1243.471,378.361,1357.64427,880.713,896.172
467,Germany,2011,344695751,168410508,271429550,3.357,2.083,4.263,11264.369,16242.108,10000.592,3460.519,566.403,1597.936,628.155,1313.270824,808.607,910.791
468,Germany,2012,349766708,168062225,271886956,3.358,2.076,4.320,11560.334,16121.304,10016.934,3163.833,702.685,1643.946,839.151,1305.389288,811.101,936.074
469,Germany,2013,356836014,170536122,280301565,3.453,2.101,4.396,11868.325,16437.079,10468.18,3068.545,725.361,1663.335,978.061,1334.262394,849.743,963.399
470,Germany,2014,344848417,152270963,271274475,3.331,1.870,4.234,11367.658,15940.075,9072.448,3034.804,612.001,1827.744,1126.573,1298.318042,738.950,925.895
471,Germany,2015,341011469,157455433,273468194,3.344,1.925,4.170,11188.289,15852.682,9409.035,2839.054,586.985,2493.791,1197.839,1296.542263,769.536,915.056
472,Germany,2016,329443014,169467967,278132490,3.384,2.062,4.008,10827.259,16099.956,10327.374,2589.449,628.633,2445.342,1165.641,1323.318728,848.848,889.935
473,Germany,2017,310735418,171375878,279511257,3.382,2.073,3.759,10113.121,16357.086,10614.646,2308.441,609.439,3196.699,1191.688,1352.042936,877.385,835.930
474,Germany,2018,295659712,169548551,264941088,3.187,2.040,3.557,9704.666,15485.678,10328.039,2272.526,537.447,3287.501,1368.928,1286.682613,858.507,806.690
475,Germany,2019,240003982,173082235,274635559,3.288,2.072,2.874,7663.117,15557.671,10615.434,2225.808,598.688,3735.067,1408.845,1294.736743,886.871,624.218
476,Greece,2001,47019609,3922968,46883704,4.211,0.352,4.223,9742.783,21955.434,1737.451,0,519.775,187.387,0,239.5707047,19.345,108.476
477,Greece,2002,45544278,4240238,47914340,4.285,0.379,4.073,9333.367,22085.038,1860.593,0,686.588,159.632,0,240.7246775,20.805,104.366
478,Greece,2003,45615895,4756901,51360975,4.578,0.424,4.066,9352.667,22903.441,2096.463,0,1157.35,247.934,0,252.7501758,23.520,104.927
479,Greece,2004,47093906,5244634,49844338,4.437,0.467,4.192,9573.486,22489.428,2301.268,0,1125.692,270.098,0.241,247.7280864,25.855,107.558
480,Greece,2005,46604027,5384885,54009701,4.812,0.480,4.152,9451.963,22716.991,2319.156,0,1202.237,303.375,0.24,249.0912692,26.033,106.098
481,Greece,2006,42793817,6283828,55753364,4.985,0.562,3.826,8735.583,24004.704,2744.124,0,1401.6,406.022,0.239,260.4898397,30.693,97.707
482,Greece,2007,45192546,7808080,54115565,4.866,0.702,4.064,9264.071,24368.05,3495.31,0,618.916,434.269,0.239,263.440535,38.868,103.016
483,Greece,2008,43285276,8109119,52769379,4.780,0.735,3.921,8783.454,23318.999,3670.909,0,791.926,536.08,1.196,252.5715022,40.527,96.969
484,Greece,2009,42242941,6623295,50162760,4.577,0.604,3.855,8943.177,22181.71,3105.344,0,1286.474,608.765,11.969,236.8088342,34.031,98.008
485,Greece,2010,41259858,7166043,44008915,4.042,0.658,3.790,8404.267,20260.746,3425.389,0,1786.456,649.925,37.836,214.7191531,37.296,91.506
486,Greece,2011,42115651,8810981,40509127,3.741,0.814,3.889,8481.814,19251.335,4246.922,0,959.864,793.306,145.978,204.5779003,45.990,91.849
487,Greece,2012,43295500,8094044,36297873,3.367,0.751,4.016,8780.166,17083.74,3920.621,0,1051.95,919.829,404.725,178.3314414,42.268,94.659
488,Greece,2013,37314761,7335771,32911327,3.064,0.683,3.474,7565.522,16126.458,3473.322,0,1512.643,986.579,869.543,164.7615881,37.307,81.261
489,Greece,2014,35256144,5559040,33483800,3.129,0.520,3.295,7298.203,16025.591,2657.949,0,1064.482,877.318,901.814,163.3781964,28.443,78.098
490,Greece,2015,29993382,6034755,34972577,3.281,0.566,2.814,6138.917,16630.557,2881.229,0,1447.139,1096.627,925.523,170.1988367,30.714,65.441
491,Greece,2016,23615666,7912128,35563923,3.350,0.745,2.225,4775.521,16739.936,3766.183,0,1313.19,1219.137,931.055,169.9169569,39.978,50.692
492,Greece,2017,26046551,9536062,35018042,3.313,0.902,2.464,5277.679,17389.068,4561.741,0,937.305,1309.725,944.148,173.9931914,48.213,55.780
493,Greece,2018,24896270,9071647,33821015,3.214,0.862,2.366,5053.797,17115.538,4486.404,0,1356.649,1488.172,895.383,171.9730733,47.206,53.176
494,Greece,2019,17913700,9998255,33883446,3.235,0.955,1.710,3677.676,17922.645,4914.686,0,947.03,1720.876,936.232,177.2225753,51.825,60.246
495,Hong Kong,2001,15139648,4693584,17455296,2.619,0.704,2.272,11956.249,21205.597,4260.573,0,0,0,0,141.3351925,28.397,79.688
496,Hong Kong,2002,19661024,4572672,14769584,2.204,0.682,2.934,9249.278,23047.822,4025.299,0,0,0,0,154.4663817,26.978,61.989
497,Hong Kong,2003,25058096,2920208,14751264,2.194,0.434,3.726,11690.013,23114.157,2579.569,0,0,0,0,155.4425797,17.348,78.615
498,Hong Kong,2004,23169096,4220556,13768100,2.041,0.626,3.435,10883.091,27140.061,3715.493,0,0,0,0,183.0595669,25.061,73.406
499,Hong Kong,2005,25464800,4217264,13652064,2.017,0.623,3.762,11796.497,24388.423,3710.307,0,0,0,0,165.1094936,25.119,79.862
500,Hong Kong,2006,25235428,4458699,11826359,1.739,0.656,3.710,11722.174,26236.347,4051.289,0,0,0.273,0,178.4594897,27.557,79.734
501,Hong Kong,2007,27604576,3850864,11732128,1.715,0.563,4.036,12719.024,27963.424,3763.788,0,0,0.336,0,191.2696686,25.744,86.998
502,Hong Kong,2008,25963104,4572672,11710144,1.702,0.665,3.773,11584.093,25188.699,4327.359,0,0,0.31,0,173.3484892,29.781,79.722
503,Hong Kong,2009,27113600,5173568,8863216,1.280,0.747,3.916,12021.349,28402.17,4176.556,0,0,0.416,0,196.6848675,28.923,83.248
504,Hong Kong,2010,23588832,6477952,9438464,1.355,0.930,3.386,10396.657,30525.14,5159.799,0,0,0.39,0.131,212.6366714,35.943,72.423
505,Hong Kong,2011,28062576,5268832,9236944,1.318,0.752,4.005,12294.422,30556.219,4085.258,0,0,0.321,0.256,214.1052092,28.625,86.147
506,Hong Kong,2012,27626560,4884112,9599680,1.362,0.693,3.920,12033.026,29110.148,3740.493,0,0,0.385,0.312,205.1383192,26.359,84.797
507,Hong Kong,2013,29447568,4755872,9427472,1.330,0.671,4.154,12748.831,29561.118,3503.075,0,0,0.302,0.402,209.5598442,24.833,90.376
508,Hong Kong,2014,30853363,4646326,9267002,1.299,0.651,4.324,13276.27,27854.279,3345.538,0,0,0.321,0.393,198.7435236,23.870,94.726
509,Hong Kong,2015,25373200,6082240,10211568,1.421,0.846,3.531,10840.687,30320.434,4238.296,0,0,0.286,0.363,217.8806539,30.456,77.901
510,Hong Kong,2016,25373200,6236128,11054288,1.526,0.861,3.503,10753.084,31154.083,4316.079,0,0,0.171,0.34,225.6776883,31.266,77.895
511,Hong Kong,2017,23768368,6217808,11842048,1.621,0.851,3.253,9987.385,34903.839,4265.18,0,0,0.65,0.293,254.8859642,31.161,72.968
512,Hong Kong,2018,24409568,6060256,11504960,1.561,0.822,3.311,9897.97,35031.596,4092.99,0,0,0.607,0.273,258.2336931,30.174,72.968
513,Hong Kong,2019,24008602,6258717,10758919,1.447,0.842,3.229,9651.59,32482.553,4190.647,0,0,0.579,0.261,241.4884858,31.162,71.769
514,Hungary,2001,15899623,24647062,17238341,1.691,2.418,1.560,4194.015,7926.114,12220.624,3824.597,50.359,0.271,0,79.09834806,124.565,42.750
515,Hungary,2002,15628517,24844401,16294177,1.603,2.444,1.537,4056.94,7650.595,12366.162,3762.984,52.32,0.27,0,77.13689472,125.727,41.247
516,Hungary,2003,16162075,27226688,16056304,1.583,2.685,1.594,4162.362,7318.001,13631.282,2958.622,45.939,1.075,0,72.27185194,138.235,42.210
517,Hungary,2004,15477004,26815476,15604219,1.543,2.651,1.530,3957.272,7572.584,13467.811,3189.046,54.868,1.606,0,76.80845167,136.213,40.024
518,Hungary,2005,13598124,28024506,16404447,1.627,2.779,1.348,3529.014,8797.512,13945.331,3689.445,53.872,2.667,0,88.59307028,140.653,35.594
519,Hungary,2006,13617368,26511687,17172949,1.708,2.637,1.354,3553,9310.035,13250.033,3578.032,49.44,11.43,0,93.62163278,133.242,35.729
520,Hungary,2007,13571612,25106068,17531014,1.749,2.505,1.354,3624.756,9305.188,12419.924,3889.247,55.648,29.149,0,93.27512556,124.497,36.335
521,Hungary,2008,13063768,24616783,17238995,1.725,2.464,1.307,3532.221,8868.971,12292.094,3914.719,56.272,54.158,0.264,88.61868944,122.823,35.294
522,Hungary,2009,11189071,21363976,17171188,1.724,2.145,1.124,2983.969,8377.123,10687.466,4063.608,60.061,87.194,0.263,84.13208194,106.436,29.717
523,Hungary,2010,11672042,22917573,15972075,1.609,2.309,1.176,3153.899,7931.588,11499.371,4139.686,49.379,138.419,0.263,78.89961611,114.154,31.309
524,Hungary,2011,11954756,21875410,15028688,1.519,2.211,1.208,3187.905,8445.475,11028.23,4107.438,58.135,163.931,0.262,76.96281306,109.135,31.547
